accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud,isReversal
563186488,563186488,7500.0,7047.8,2016-04-25 23:05:08,0.0,Wendys #809054,US,US,09,01,fastfood,01/2020,2013-04-02,2013-04-02,343,343,3952,ADDRESS_VERIFICATION,,452.2,,,,False,,,False,False,True
440677313,440677313,20000.0,19572.01,2016-04-24 15:04:10,0.0,Lyft,US,US,09,01,rideshare,02/2022,2013-01-22,2013-01-22,995,995,2016,ADDRESS_VERIFICATION,,427.99,,,,False,,,False,False,True
812132442,812132442,15000.0,15000.0,2016-06-14 12:05:31,0.0,hulu.com,US,US,05,08,online_subscriptions,09/2030,2011-12-28,2011-12-28,104,104,780,PURCHASE,,0.0,,,,False,,,False,False,True
812132442,812132442,15000.0,15000.0,2016-08-15 16:48:21,0.0,hulu.com,US,US,05,08,online_subscriptions,09/2030,2011-12-28,2011-12-28,104,104,780,PURCHASE,,0.0,,,,False,,,False,False,True
812132442,812132442,15000.0,15000.0,2016-09-15 12:59:38,0.0,hulu.com,US,US,05,08,online_subscriptions,09/2030,2011-12-28,2011-12-28,104,104,780,PURCHASE,,0.0,,,,False,,,False,False,True
223671058,223671058,5000.0,5000.0,2016-01-05 22:49:31,0.0,apple.com,US,US,05,01,online_retail,02/2033,2013-03-06,2013-03-06,833,833,7289,ADDRESS_VERIFICATION,,0.0,,,,False,,,False,False,True
223671058,223671058,5000.0,3574.45,2016-06-16 03:43:26,0.0,cheapfast.com,US,US,90,01,online_retail,05/2033,2013-03-06,2013-03-06,833,833,7289,ADDRESS_VERIFICATION,,1425.55,,,,False,,,False,False,True
776397045,776397045,7500.0,3867.6,2016-04-17 15:36:31,0.0,walmart.com,US,US,05,01,online_retail,11/2022,2013-09-23,2013-09-23,239,239,1550,ADDRESS_VERIFICATION,,3632.4,,,,False,,,False,False,True
776397045,776397045,7500.0,5775.26,2016-10-24 23:38:07,0.0,AMC #74121,US,US,05,01,entertainment,06/2033,2013-09-23,2013-09-23,239,239,1550,ADDRESS_VERIFICATION,,1724.74,,,,False,,,False,False,True
373499232,373499232,15000.0,10122.38,2016-05-02 18:27:14,0.0,Dinosaur Fries,US,US,09,01,food,06/2032,2012-11-30,2016-03-13,170,170,7532,ADDRESS_VERIFICATION,,4877.62,,,,False,,,False,False,True
901402536,901402536,10000.0,7431.86,2016-08-08 04:09:44,0.0,Seattle News,US,US,09,01,subscriptions,10/2027,2014-09-10,2016-03-23,901,901,7575,ADDRESS_VERIFICATION,,2568.14,,,,False,,,False,False,True
901402536,901402536,10000.0,9378.14,2016-09-04 05:08:11,0.0,Dallas Post,US,US,02,01,subscriptions,08/2020,2014-09-10,2016-03-23,333,333,3097,ADDRESS_VERIFICATION,,621.86,,,,False,,,False,False,True
894938833,894938833,15000.0,7086.46,2016-01-21 07:13:27,0.0,AMC #145832,US,US,02,01,entertainment,02/2031,2014-11-05,2014-11-05,996,996,6388,ADDRESS_VERIFICATION,,7913.54,,,,False,,,False,False,True
894938833,894938833,15000.0,8329.21,2016-01-27 07:34:32,0.0,alibaba.com,US,US,05,01,online_retail,11/2022,2014-11-05,2014-11-05,280,280,5031,ADDRESS_VERIFICATION,,6670.79,,,,False,,,False,False,True
894938833,894938833,15000.0,5800.32,2016-01-28 10:37:04,0.0,CVS #618160,US,US,02,01,health,06/2030,2014-11-05,2014-11-05,280,280,5031,ADDRESS_VERIFICATION,,9199.68,,,,False,,,False,False,True
894938833,894938833,15000.0,3458.94,2016-02-06 09:46:01,0.0,Planet Fitness #653450,US,US,05,01,health,01/2024,2014-11-05,2014-11-05,280,280,5031,ADDRESS_VERIFICATION,,11541.06,,,,False,,,False,False,True
894938833,894938833,15000.0,6814.48,2016-09-13 09:41:25,0.0,WSC #536703,US,US,02,08,health,04/2033,2014-11-05,2016-08-25,689,689,9102,ADDRESS_VERIFICATION,,8185.52,,,,False,,,False,False,True
894938833,894938833,15000.0,6351.7,2016-10-25 04:20:02,0.0,WSC #416512,US,US,05,01,health,01/2030,2014-11-05,2016-10-04,689,689,9102,ADDRESS_VERIFICATION,,8648.3,,,,False,,,False,False,True
894938833,894938833,15000.0,9372.16,2016-12-02 15:21:06,0.0,Golds Gym #846582,US,US,09,01,health,10/2029,2014-11-05,2016-11-13,996,996,6388,ADDRESS_VERIFICATION,,5627.84,,,,False,,,False,False,True
542048898,542048898,2500.0,476.58,2016-11-02 01:53:49,0.0,Ray's Fries #312615,US,US,09,08,food,07/2026,2015-02-03,2015-02-03,335,335,4418,ADDRESS_VERIFICATION,,2023.42,,,,False,,,False,False,True
687278046,687278046,15000.0,14845.32,2016-06-04 09:31:13,0.0,Texas Gas #311659,US,US,05,08,fuel,03/2030,2015-04-14,2015-04-14,582,582,5889,PURCHASE,,154.68,,,,False,,,False,False,True
687278046,687278046,15000.0,14732.06,2016-07-16 00:14:48,0.0,Texas Gas #311659,US,US,05,08,fuel,03/2030,2015-04-14,2015-04-14,582,582,5889,PURCHASE,,267.94,,,,False,,,False,False,True
687278046,687278046,15000.0,14927.06,2016-08-12 14:02:06,0.0,Texas Gas #311659,US,US,05,08,fuel,03/2030,2015-04-14,2015-04-14,582,582,5889,PURCHASE,,72.94,,,,False,,,False,False,True
687278046,687278046,15000.0,14990.85,2016-11-06 04:29:35,0.0,Texas Gas #311659,US,US,05,08,fuel,03/2030,2015-04-14,2015-04-14,582,582,5889,PURCHASE,,9.15,,,,False,,,False,False,True
326919706,326919706,20000.0,14968.52,2016-03-10 04:55:46,0.0,discount.com,US,US,05,01,online_retail,04/2032,2014-07-19,2014-07-19,772,772,3441,ADDRESS_VERIFICATION,,5031.48,,,,False,,,False,False,True
383095206,383095206,15000.0,11645.25,2016-09-20 01:31:50,0.0,Play Store,US,US,02,08,mobileapps,11/2026,2015-10-23,2016-01-07,756,756,4406,PURCHASE,,3354.75,,,,False,,,False,False,True
383095206,383095206,15000.0,11670.25,2016-10-21 02:04:31,0.0,Hardee's #336859,US,US,05,01,fastfood,01/2024,2015-10-23,2016-01-07,439,439,5530,ADDRESS_VERIFICATION,,3329.75,,,,False,,,False,False,True
383095206,383095206,15000.0,11495.8,2016-11-15 17:43:28,0.0,53rd Spa,US,US,90,01,personal care,10/2032,2015-10-23,2016-01-07,439,439,5530,ADDRESS_VERIFICATION,,3504.2,,,,False,,,False,False,True
406431884,406431884,5000.0,2089.21,2016-05-14 05:08:05,0.0,Spotify,US,US,02,01,online_subscriptions,09/2028,2008-09-19,2008-09-19,502,502,5841,PURCHASE,,2910.79,,,,False,,,False,False,True
420205115,420205115,7500.0,5169.3,2016-10-25 20:47:45,0.0,South Steakhouse #879581,US,US,09,08,food,02/2032,2015-09-10,2016-10-25,396,396,5413,ADDRESS_VERIFICATION,,2330.7,,,,False,,,False,False,True
958438658,958438658,20000.0,8769.2,2016-05-26 00:52:47,0.0,Regal Cinemas #05791,US,US,09,01,entertainment,05/2026,2013-07-20,2016-03-06,246,246,2778,ADDRESS_VERIFICATION,,11230.8,,,,False,,,False,False,True
159155476,159155476,5000.0,5000.0,2016-02-03 14:46:13,0.0,South Sandwitch Bar,US,US,09,01,food,05/2029,2015-11-11,2015-11-11,459,459,2385,ADDRESS_VERIFICATION,,0.0,,,,False,,,False,False,True
472798299,472798299,10000.0,2652.05,2016-05-20 13:26:02,0.0,staples.com,US,US,02,08,online_retail,03/2032,2015-09-05,2015-09-05,157,157,9933,ADDRESS_VERIFICATION,,7347.95,,,,False,,,False,False,True
472798299,472798299,10000.0,2652.05,2016-05-20 13:26:05,0.0,staples.com,US,US,02,08,online_retail,03/2032,2015-09-05,2015-09-05,157,157,9933,ADDRESS_VERIFICATION,,7347.95,,,,False,,,False,False,True
472798299,472798299,10000.0,2652.05,2016-05-20 13:28:21,0.0,staples.com,US,US,02,08,online_retail,03/2032,2015-09-05,2015-09-05,157,157,9933,ADDRESS_VERIFICATION,,7347.95,,,,False,,,False,False,True
963989613,963989613,5000.0,946.49,2016-04-28 09:33:31,0.0,Hyatt House #372646,US,US,05,08,hotels,02/2024,2015-09-13,2015-09-13,598,598,3198,ADDRESS_VERIFICATION,,4053.51,,,,False,,,False,False,True
722852851,722852851,10000.0,9512.77,2016-02-14 13:13:04,0.0,Blue Mountain Online Services,US,US,05,08,online_gifts,07/2029,2014-04-28,2014-04-28,738,738,4056,ADDRESS_VERIFICATION,,487.23,,,,False,,,False,False,True
722852851,722852851,10000.0,8263.72,2016-07-12 22:07:55,0.0,Blue Mountain Online Services,US,US,05,01,online_gifts,03/2022,2014-04-28,2014-04-28,213,213,1613,ADDRESS_VERIFICATION,,1736.28,,,,False,,,False,False,True
460054070,460054070,1000.0,255.8,2016-11-21 16:27:36,0.0,amazon.com,US,US,09,01,online_retail,12/2031,2015-04-07,2015-04-07,509,509,9184,ADDRESS_VERIFICATION,,744.2,,,,False,,,False,False,True
767824109,767824109,7500.0,7488.57,2016-09-25 13:52:16,0.0,Sunoco Gas #748028,US,US,09,01,fuel,08/2023,2015-10-04,2015-10-04,378,378,6824,PURCHASE,,11.43,,,,False,,,False,False,True
767824109,767824109,7500.0,7488.57,2016-10-23 12:01:07,0.0,Sunoco Gas #748028,US,US,09,01,fuel,08/2023,2015-10-04,2015-10-04,378,378,6824,PURCHASE,,11.43,,,,False,,,False,False,True
767824109,767824109,7500.0,7488.57,2016-11-20 00:01:22,0.0,Sunoco Gas #748028,US,US,09,01,fuel,08/2023,2015-10-04,2015-10-04,378,378,6824,PURCHASE,,11.43,,,,False,,,False,False,True
492336924,492336924,2500.0,2122.63,2016-08-04 06:55:31,0.0,AMC #191138,US,US,09,01,entertainment,06/2022,2012-05-17,2016-04-16,375,375,3557,ADDRESS_VERIFICATION,,377.37,,,,False,,,False,False,True
824891143,824891143,2500.0,2165.61,2016-02-01 07:14:47,0.0,AMC #79863,US,US,09,08,entertainment,02/2020,2014-10-23,2014-10-23,171,171,5026,ADDRESS_VERIFICATION,,334.39,,,,False,,,False,False,True
601827864,601827864,7500.0,1030.45,2016-02-10 02:57:48,0.0,EZ Putt Putt #40513,US,US,05,01,entertainment,10/2028,2014-01-22,2016-01-10,157,157,2499,ADDRESS_VERIFICATION,,6469.55,,,,False,,,False,False,True
606023372,606023372,250.0,80.76,2016-12-19 05:26:00,0.0,San Francisco Post,US,US,05,01,subscriptions,03/2025,2015-07-14,2015-07-14,250,250,5192,ADDRESS_VERIFICATION,,169.24,,,,False,,,False,False,True
998008896,998008896,2500.0,2284.8,2016-12-30 10:51:30,0.0,Dunkin' Donuts #652902,US,US,09,01,fastfood,06/2033,2008-05-26,2016-06-12,754,754,9434,ADDRESS_VERIFICATION,,215.2,,,,False,,,False,False,True
556278983,556278983,15000.0,13284.93,2016-08-24 10:43:07,0.0,1st Sandwitch Bar #941288,US,US,09,01,food,09/2025,2012-05-10,2016-08-06,854,854,126,ADDRESS_VERIFICATION,,1715.07,,,,False,,,False,False,True
556278983,556278983,15000.0,7084.53,2016-11-25 01:50:59,0.0,gap.com,US,US,09,01,online_retail,12/2022,2012-05-10,2016-08-06,854,854,126,ADDRESS_VERIFICATION,,7915.47,,,,False,,,False,False,True
593386671,593386671,50000.0,22441.01,2016-06-25 10:18:48,0.0,Fresh eCards,US,US,09,01,online_gifts,10/2031,2014-12-09,2016-03-16,883,883,3485,ADDRESS_VERIFICATION,,27558.99,,,,False,,,False,False,True
593386671,593386671,50000.0,15820.89,2016-08-28 04:04:20,0.0,apple.com,US,US,02,08,online_retail,04/2020,2014-12-09,2016-03-16,883,883,3485,ADDRESS_VERIFICATION,,34179.11,,,,False,,,False,False,True
297084923,297084923,20000.0,2608.85,2016-04-08 11:53:19,0.0,United Airlines,US,US,02,01,airline,05/2022,2014-03-07,2016-01-18,519,519,4372,ADDRESS_VERIFICATION,,17391.15,,,,False,,,False,False,True
218042811,218042811,7500.0,3255.37,2016-11-13 13:59:32,0.0,Blue Mountain eCards,US,US,05,01,online_gifts,07/2026,2013-09-24,2016-10-23,875,875,6589,ADDRESS_VERIFICATION,,4244.63,,,,False,,,False,False,True
218042811,218042811,7500.0,3255.37,2016-11-13 14:01:07,0.0,Blue Mountain eCards,US,US,05,01,online_gifts,07/2026,2013-09-24,2016-10-23,875,875,6589,ADDRESS_VERIFICATION,,4244.63,,,,False,,,False,False,True
273101514,273101514,7500.0,7496.83,2016-04-17 05:44:25,0.0,Shell Gas #171819,US,US,05,01,fuel,02/2020,2011-05-12,2011-05-12,198,198,8521,PURCHASE,,3.17,,,,False,,,False,False,True
273101514,273101514,7500.0,7373.38,2016-06-23 18:34:26,0.0,Shell Gas #171819,US,US,05,01,fuel,02/2020,2011-05-12,2011-05-12,198,198,8521,PURCHASE,,126.62,,,,False,,,False,False,True
273101514,273101514,7500.0,6575.45,2016-08-19 02:07:15,0.0,Shell Gas #171819,US,US,05,01,fuel,02/2020,2011-05-12,2011-05-12,198,198,8521,PURCHASE,,924.55,,,,False,,,False,False,True
642950223,642950223,7500.0,7000.55,2016-01-07 07:30:03,0.0,Blue Mountain Online Services,US,US,09,01,online_gifts,12/2029,2013-12-07,2013-12-07,354,354,4935,ADDRESS_VERIFICATION,,499.45,,,,False,,,False,False,True
380680241,380680241,5000.0,1599.14,2016-01-03 22:07:42,0.0,Blue Mountain Online Services,US,US,05,01,online_gifts,01/2031,2014-06-21,2016-01-01,869,869,593,ADDRESS_VERIFICATION,,3400.86,,,,False,,,False,False,True
380680241,380680241,5000.0,3369.07,2016-01-06 13:25:36,0.0,Mobile eCards,US,US,02,01,online_gifts,02/2032,2014-06-21,2016-01-01,869,869,593,ADDRESS_VERIFICATION,,1630.93,,,,False,,,False,False,True
380680241,380680241,5000.0,1355.08,2016-01-19 06:20:21,0.0,Next Day eCards,US,US,05,01,online_gifts,02/2030,2014-06-21,2016-01-13,869,869,593,ADDRESS_VERIFICATION,,3644.92,,,,False,,,False,False,True
380680241,380680241,5000.0,724.91,2016-01-23 07:49:27,0.0,Blue Mountain Online Services,US,US,02,01,online_gifts,06/2020,2014-06-21,2016-01-23,869,869,593,ADDRESS_VERIFICATION,,4275.09,,,,False,,,False,False,True
380680241,380680241,5000.0,2749.4,2016-02-06 13:20:45,0.0,Fresh Online Services,US,US,05,01,online_gifts,09/2027,2014-06-21,2016-01-29,869,869,593,ADDRESS_VERIFICATION,,2250.6,,,,False,,,False,False,True
380680241,380680241,5000.0,3346.77,2016-02-09 21:04:26,0.0,Mobile eCards,US,US,09,01,online_gifts,04/2027,2014-06-21,2016-02-08,869,869,593,ADDRESS_VERIFICATION,,1653.23,,,,False,,,False,False,True
380680241,380680241,5000.0,1016.76,2016-02-12 04:09:11,0.0,Blue Mountain Online Services,US,US,09,01,online_gifts,05/2029,2014-06-21,2016-02-08,869,869,593,ADDRESS_VERIFICATION,,3983.24,,,,False,,,False,False,True
380680241,380680241,5000.0,353.36,2016-02-15 02:52:50,0.0,Fresh Flowers,US,US,02,01,online_gifts,01/2031,2014-06-21,2016-02-12,869,869,593,ADDRESS_VERIFICATION,,4646.64,,,,False,,,False,False,True
380680241,380680241,5000.0,353.36,2016-02-15 02:54:41,0.0,Fresh Flowers,US,US,02,01,online_gifts,01/2031,2014-06-21,2016-02-12,869,869,593,ADDRESS_VERIFICATION,,4646.64,,,,False,,,False,False,True
380680241,380680241,5000.0,506.12,2016-03-07 12:39:52,0.0,Blue Mountain Online Services,US,US,09,08,online_gifts,07/2028,2014-06-21,2016-03-07,869,869,593,ADDRESS_VERIFICATION,,4493.88,,,,False,,,False,False,True
380680241,380680241,5000.0,2106.34,2016-03-10 09:32:21,0.0,Next Day eCards,US,US,02,01,online_gifts,04/2030,2014-06-21,2016-03-07,869,869,593,ADDRESS_VERIFICATION,,2893.66,,,,False,,,False,False,True
380680241,380680241,5000.0,371.2,2016-03-20 19:52:17,0.0,Fresh Online Services,US,US,02,01,online_gifts,03/2024,2014-06-21,2016-03-19,869,869,593,ADDRESS_VERIFICATION,,4628.8,,,,False,,,False,False,True
380680241,380680241,5000.0,938.29,2016-03-26 20:52:36,0.0,Blue Mountain Online Services,US,US,09,01,online_gifts,08/2026,2014-06-21,2016-03-19,869,869,593,ADDRESS_VERIFICATION,,4061.71,,,,False,,,False,False,True
380680241,380680241,5000.0,2831.45,2016-04-17 09:33:30,0.0,Next Day eCards,US,US,02,01,online_gifts,12/2027,2014-06-21,2016-04-07,869,869,593,ADDRESS_VERIFICATION,,2168.55,,,,False,,,False,False,True
380680241,380680241,5000.0,1007.66,2016-04-18 07:02:17,0.0,Next Day Online Services,US,US,05,01,online_gifts,09/2026,2014-06-21,2016-04-07,869,869,593,ADDRESS_VERIFICATION,,3992.34,,,,False,,,False,False,True
380680241,380680241,5000.0,1007.66,2016-04-18 07:04:43,0.0,Next Day Online Services,US,US,05,01,online_gifts,09/2026,2014-06-21,2016-04-07,869,869,593,ADDRESS_VERIFICATION,,3992.34,,,,False,,,False,False,True
380680241,380680241,5000.0,2119.29,2016-04-22 11:35:18,0.0,Blue Mountain eCards,US,US,05,08,online_gifts,04/2033,2014-06-21,2016-04-07,869,869,593,ADDRESS_VERIFICATION,,2880.71,,,,False,,,False,False,True
380680241,380680241,5000.0,773.25,2016-04-27 18:01:36,0.0,Mobile eCards,US,US,80,01,online_gifts,03/2026,2014-06-21,2016-04-07,869,869,593,ADDRESS_VERIFICATION,,4226.75,,,,False,,,False,False,True
380680241,380680241,5000.0,272.45,2016-05-25 23:24:16,0.0,Next Day eCards,US,US,09,01,online_gifts,05/2023,2014-06-21,2016-05-24,869,869,593,ADDRESS_VERIFICATION,,4727.55,,,,False,,,False,False,True
380680241,380680241,5000.0,810.99,2016-06-12 17:23:39,0.0,Blue Mountain eCards,US,US,09,01,online_gifts,12/2026,2014-06-21,2016-06-12,869,869,593,ADDRESS_VERIFICATION,,4189.01,,,,False,,,False,False,True
380680241,380680241,5000.0,409.22,2016-06-24 09:27:19,0.0,Blue Mountain eCards,US,US,09,01,online_gifts,04/2020,2014-06-21,2016-06-23,869,869,593,ADDRESS_VERIFICATION,,4590.78,,,,False,,,False,False,True
380680241,380680241,5000.0,1163.93,2016-06-28 05:20:14,0.0,Fresh Online Services,US,US,02,01,online_gifts,12/2024,2014-06-21,2016-06-25,869,869,593,ADDRESS_VERIFICATION,,3836.07,,,,False,,,False,False,True
380680241,380680241,5000.0,2598.32,2016-06-28 11:17:22,0.0,Next Day eCards,US,US,02,01,online_gifts,11/2023,2014-06-21,2016-06-25,869,869,593,ADDRESS_VERIFICATION,,2401.68,,,,False,,,False,False,True
380680241,380680241,5000.0,1127.26,2016-07-20 05:46:00,0.0,Fresh Flowers,US,US,05,01,online_gifts,08/2027,2014-06-21,2016-07-18,869,869,593,ADDRESS_VERIFICATION,,3872.74,,,,False,,,False,False,True
380680241,380680241,5000.0,1850.89,2016-08-30 04:34:41,0.0,Mobile eCards,US,US,02,01,online_gifts,11/2031,2014-06-21,2016-08-29,869,869,593,ADDRESS_VERIFICATION,,3149.11,,,,False,,,False,False,True
380680241,380680241,5000.0,1576.01,2016-08-31 12:58:21,0.0,Blue Mountain eCards,US,US,02,01,online_gifts,07/2032,2014-06-21,2016-08-31,869,869,593,ADDRESS_VERIFICATION,,3423.99,,,,False,,,False,False,True
380680241,380680241,5000.0,628.25,2016-09-12 10:05:04,0.0,Fresh Online Services,US,US,02,01,online_gifts,02/2021,2014-06-21,2016-09-01,869,869,593,ADDRESS_VERIFICATION,,4371.75,,,,False,,,False,False,True
380680241,380680241,5000.0,1419.37,2016-09-22 08:24:15,0.0,Blue Mountain Online Services,US,US,05,08,online_gifts,06/2031,2014-06-21,2016-09-22,869,869,593,ADDRESS_VERIFICATION,,3580.63,,,,False,,,False,False,True
380680241,380680241,5000.0,1419.37,2016-09-22 08:33:28,0.0,Fresh eCards,US,US,05,01,online_gifts,05/2032,2014-06-21,2016-09-22,869,869,593,ADDRESS_VERIFICATION,,3580.63,,,,False,,,False,False,True
380680241,380680241,5000.0,2076.56,2016-10-04 09:07:58,0.0,Fresh Online Services,US,US,05,01,online_gifts,09/2030,2014-06-21,2016-09-22,869,869,593,ADDRESS_VERIFICATION,,2923.44,,,,False,,,False,False,True
380680241,380680241,5000.0,1555.46,2016-10-04 10:49:17,0.0,Blue Mountain Online Services,US,US,05,01,online_gifts,06/2028,2014-06-21,2016-09-22,869,869,593,ADDRESS_VERIFICATION,,3444.54,,,,False,,,False,False,True
380680241,380680241,5000.0,1574.07,2016-10-07 22:32:50,0.0,Blue Mountain eCards,US,US,02,01,online_gifts,08/2032,2014-06-21,2016-10-07,869,869,593,ADDRESS_VERIFICATION,,3425.93,,,,False,,,False,False,True
380680241,380680241,5000.0,3389.91,2016-10-22 11:59:38,0.0,Fresh eCards,US,US,05,01,online_gifts,09/2026,2014-06-21,2016-10-15,869,869,593,ADDRESS_VERIFICATION,,1610.09,,,,False,,,False,False,True
380680241,380680241,5000.0,1171.78,2016-10-23 16:22:17,0.0,Fresh Online Services,US,US,05,01,online_gifts,03/2025,2014-06-21,2016-10-22,869,869,593,ADDRESS_VERIFICATION,,3828.22,,,,False,,,False,False,True
380680241,380680241,5000.0,3155.16,2016-10-27 08:38:18,0.0,Uber,US,US,05,01,rideshare,11/2029,2014-06-21,2016-10-22,869,869,593,ADDRESS_VERIFICATION,,1844.84,,,,False,,,False,False,True
380680241,380680241,5000.0,3746.28,2016-11-09 10:11:14,0.0,Fresh Flowers,US,US,02,01,online_gifts,02/2028,2014-06-21,2016-11-07,869,869,593,ADDRESS_VERIFICATION,,1253.72,,,,False,,,False,False,True
380680241,380680241,5000.0,1550.8,2016-11-12 23:39:29,0.0,Blue Mountain Online Services,US,US,02,08,online_gifts,07/2029,2014-06-21,2016-11-11,869,869,593,ADDRESS_VERIFICATION,,3449.2,,,,False,,,False,False,True
380680241,380680241,5000.0,2289.24,2016-11-18 09:36:45,0.0,Next Day eCards,US,US,02,01,online_gifts,05/2024,2014-06-21,2016-11-18,869,869,593,ADDRESS_VERIFICATION,,2710.76,,,,False,,,False,False,True
380680241,380680241,5000.0,351.46,2016-11-27 02:57:06,0.0,Blue Mountain eCards,US,US,09,01,online_gifts,12/2026,2014-06-21,2016-11-26,869,869,593,PURCHASE,,4648.54,,,,False,,,False,False,True
380680241,380680241,5000.0,2858.85,2016-12-06 07:52:41,0.0,Fresh eCards,US,US,05,08,online_gifts,01/2023,2014-06-21,2016-12-05,869,869,593,ADDRESS_VERIFICATION,,2141.15,,,,False,,,False,False,True
380680241,380680241,5000.0,3234.95,2016-12-12 05:53:17,0.0,Fresh Online Services,US,US,02,01,online_gifts,02/2031,2014-06-21,2016-12-11,869,869,593,ADDRESS_VERIFICATION,,1765.05,,,,False,,,False,False,True
380680241,380680241,5000.0,2350.46,2016-12-27 06:38:17,0.0,Fresh eCards,US,US,02,01,online_gifts,10/2021,2014-06-21,2016-12-25,869,869,593,ADDRESS_VERIFICATION,,2649.54,,,,False,,,False,False,True
409705516,409705516,7500.0,1225.35,2016-02-15 10:08:33,0.0,Subway #197429,US,US,09,01,fastfood,11/2024,2014-06-09,2016-01-14,108,108,9581,ADDRESS_VERIFICATION,,6274.65,,,,False,,,False,False,True
409705516,409705516,7500.0,1379.04,2016-05-13 02:47:46,0.0,Arbys #700496,US,US,05,01,fastfood,12/2024,2014-06-09,2016-04-21,108,108,9581,ADDRESS_VERIFICATION,,6120.96,,,,False,,,False,False,True
409705516,409705516,7500.0,1060.33,2016-08-05 17:01:25,0.0,Shake Shack #909091,US,US,09,01,fastfood,10/2020,2014-06-09,2016-08-04,108,108,9581,ADDRESS_VERIFICATION,,6439.67,,,,False,,,False,False,True
409705516,409705516,7500.0,4606.95,2016-09-09 03:45:26,0.0,Domino's Pizza #490231,US,US,05,01,fastfood,05/2022,2014-06-09,2016-08-26,108,108,9581,ADDRESS_VERIFICATION,,2893.05,,,,False,,,False,False,True
409705516,409705516,7500.0,3080.38,2016-11-29 18:54:05,0.0,Dunkin' Donuts #921434,US,US,05,01,fastfood,01/2027,2014-06-09,2016-08-26,108,108,9581,ADDRESS_VERIFICATION,,4419.62,,,,False,,,False,False,True
927230788,927230788,5000.0,2071.21,2016-05-17 06:07:01,0.0,AMC #606218,US,US,05,01,entertainment,04/2020,2015-02-07,2015-02-07,517,517,6145,ADDRESS_VERIFICATION,,2928.79,,,,False,,,False,False,True
204503728,204503728,20000.0,14186.6,2016-02-21 15:24:53,0.0,cheapfast.com,US,US,90,01,online_retail,07/2029,2011-12-14,2011-12-14,630,630,6327,ADDRESS_VERIFICATION,,5813.4,,,,False,,,False,False,True
389036920,389036920,15000.0,14826.88,2016-09-09 06:08:09,0.0,apple.com,US,US,05,08,online_retail,10/2022,2015-01-09,2015-01-09,360,360,6769,ADDRESS_VERIFICATION,,173.12,,,,False,,,False,False,True
207934176,207934176,5000.0,1244.76,2016-04-15 16:25:38,0.0,alibaba.com,US,US,05,01,online_retail,05/2025,2015-08-05,2015-08-05,319,319,2205,ADDRESS_VERIFICATION,,3755.24,,,,False,,,False,False,True
207934176,207934176,5000.0,996.65,2016-12-22 02:40:13,0.0,oldnavy.com,US,US,05,01,online_retail,04/2031,2015-08-05,2015-08-05,319,319,2205,ADDRESS_VERIFICATION,,4003.35,,,,False,,,False,False,True
269620216,269620216,1000.0,1000.0,2016-05-01 20:17:58,0.0,sears.com,US,US,02,01,online_retail,11/2030,2012-12-02,2016-04-12,706,706,1110,ADDRESS_VERIFICATION,,0.0,,,,False,,,False,False,True
269620216,269620216,1000.0,434.48,2016-07-08 12:59:02,0.0,oldnavy.com,US,US,02,01,online_retail,12/2026,2012-12-02,2016-04-12,706,706,1110,ADDRESS_VERIFICATION,,565.52,,,,False,,,False,False,True
269620216,269620216,1000.0,358.81,2016-10-11 22:45:25,0.0,NY BBQ,US,US,09,01,food,02/2031,2012-12-02,2016-07-30,706,706,1110,ADDRESS_VERIFICATION,,641.19,,,,False,,,False,False,True
967301151,967301151,7500.0,5394.81,2016-09-12 22:45:14,0.0,ikea.com,US,US,09,01,furniture,01/2033,2012-09-11,2012-09-11,111,111,6945,ADDRESS_VERIFICATION,,2105.19,,,,False,,,False,False,True
967301151,967301151,7500.0,5394.81,2016-09-12 22:48:11,0.0,ikea.com,US,US,09,01,furniture,01/2033,2012-09-11,2012-09-11,111,111,6945,ADDRESS_VERIFICATION,,2105.19,,,,False,,,False,False,True
450059416,450059416,2500.0,285.05,2016-03-20 03:01:17,0.0,Uber,US,US,02,01,rideshare,04/2026,2014-02-02,2014-02-02,903,903,8484,ADDRESS_VERIFICATION,,2214.95,,,,False,,,False,False,True
450059416,450059416,2500.0,149.39,2016-03-21 14:32:56,0.0,Uber,US,US,02,01,rideshare,08/2021,2014-02-02,2014-02-02,903,903,8484,ADDRESS_VERIFICATION,,2350.61,,,,False,,,False,False,True
450059416,450059416,2500.0,149.39,2016-03-21 14:34:16,0.0,Uber,US,US,02,01,rideshare,08/2021,2014-02-02,2014-02-02,903,903,8484,ADDRESS_VERIFICATION,,2350.61,,,,False,,,False,False,True
347048961,347048961,7500.0,6626.26,2016-09-04 13:06:05,0.0,Walgreens #902224,US,US,02,01,health,02/2030,2013-04-20,2016-04-12,315,315,6677,ADDRESS_VERIFICATION,,873.74,,,,False,,,False,False,True
456391708,456391708,15000.0,13665.7,2016-02-22 15:10:06,0.0,Dallas Post,US,US,09,01,subscriptions,05/2022,2011-03-04,2011-03-04,200,200,7432,ADDRESS_VERIFICATION,,1334.3,,,,False,,,False,False,True
